transaction_id,user_id,timestamp,amount,merchant_category,is_international,distance_from_home_km,card_present,transactions_last_1h,transactions_last_24h,amount_vs_user_avg,hour_of_day,failed_attempts,device_match,is_fraud
7b8c5bac-dbbb-4f,32,2025-12-14 20:31:56,40.22,restaurant,0,11.89,1,1,1,0.806,20,0,1,0
f449c3bb-8b16-44,223,2025-12-14 20:48:45,74.32,healthcare,0,27.4,1,1,1,0.481,20,0,1,0
48f28c36-8635-43,451,2025-12-14 21:03:58,127.77,gas_station,0,32.88,1,1,1,0.492,21,0,0,0
e75af213-57e3-48,35,2025-12-14 21:18:34,348.9,grocery,0,25.43,1,1,1,0.974,21,0,1,0
f9b7fe51-62fc-4a,889,2025-12-14 21:25:39,306.66,entertainment,0,35.79,1,1,1,0.885,21,0,1,0
22d8b354-22ea-49,253,2025-12-14 21:41:20,39.85,grocery,0,25.23,0,1,1,0.365,21,0,1,0
52d7b60f-8722-4a,711,2025-12-14 21:49:42,355.11,grocery,0,11.61,1,1,1,1.001,21,0,1,0
2e9b444e-0d26-49,675,2025-12-14 22:05:38,453.63,entertainment,0,22.12,1,1,1,1.651,22,0,1,0
a8d6f8db-72c2-4a,643,2025-12-14 22:18:32,211.73,utilities,0,21.49,0,1,2,1.044,22,0,1,0
ff374146-f614-4e,192,2025-12-14 22:36:39,374.58,gas_station,0,18.46,0,1,2,0.843,22,0,0,0
ae14e9dc-bbbc-49,144,2025-12-14 22:49:30,96.37,restaurant,0,10.36,1,1,1,1.146,22,0,1,0
21c29f77-3edb-4d,307,2025-12-14 23:01:33,938.25,restaurant,0,35.32,1,1,1,1.915,23,0,1,0
04585a20-20bd-46,926,2025-12-14 23:10:14,62.72,gas_station,0,34.79,1,1,1,0.828,23,0,1,0
bb84896c-d707-47,753,2025-12-14 23:24:54,330.17,utilities,0,41.17,1,1,1,0.721,23,0,0,0
cafa5b4e-f2be-43,290,2025-12-14 23:34:37,587.04,gas_station,0,16.53,1,1,1,1.223,23,0,1,0
995d8573-830a-4a,263,2025-12-14 23:54:53,1052.8,grocery,0,10.54,0,1,1,2.161,23,0,1,0
9bb5166c-6aad-42,994,2025-12-15 00:05:21,566.31,gas_station,0,20.03,0,1,1,1.262,0,1,1,0
16e34a1d-9ac8-43,178,2025-12-15 00:21:45,34.09,restaurant,0,11.94,1,1,1,0.118,0,0,1,0
70aa660d-d123-49,681,2025-12-15 00:34:34,3.6,entertainment,0,27.46,1,1,1,0.015,0,0,1,0
d312f16b-f9ab-47,804,2025-12-15 00:41:36,47.93,pharmacy,0,16.78,1,1,1,1.386,0,1,1,0
9553ba60-6762-4d,299,2025-12-15 00:54:44,134.31,restaurant,0,24.76,1,1,1,1.277,0,1,1,0
bd4e434c-20e0-4e,231,2025-12-15 01:07:21,198.77,gas_station,0,33.25,1,1,1,1.605,1,1,1,0
f6b60a3c-4887-4c,344,2025-12-15 01:18:28,708.82,gas_station,0,27.81,0,1,1,1.493,1,0,1,0
cb9a6095-1f48-43,81,2025-12-15 01:36:49,406.1,clothing,0,26.59,1,1,1,1.167,1,0,1,0
0a208ec1-4c1d-44,583,2025-12-15 01:44:07,24.39,healthcare,0,32.59,1,1,1,0.657,1,0,1,0
93dbe6ec-9514-43,92,2025-12-15 02:05:15,365.07,entertainment,0,6.12,1,1,1,1.482,2,0,1,0
717c8567-0513-4c,480,2025-12-15 02:13:40,328.99,restaurant,0,19.37,1,1,1,1.581,2,0,0,0
427013a3-dae0-42,124,2025-12-15 02:25:08,68.05,healthcare,0,28.74,1,1,1,0.638,2,0,1,0
aca5380b-ff14-44,635,2025-12-15 02:35:32,327.47,entertainment,0,36.88,1,1,1,1.065,2,0,1,0
b1f01be3-17c2-4c,337,2025-12-15 02:50:57,118.45,clothing,0,33.16,1,1,1,1.409,2,0,1,0
7fe9dac0-b5b2-43,601,2025-12-15 03:03:57,501.54,restaurant,0,27.32,1,1,1,1.594,3,0,1,0
e73ba757-0c9a-44,92,2025-12-15 03:19:16,169.52,entertainment,0,41.23,1,1,2,0.688,3,0,1,0
f149b6ec-5d79-43,431,2025-12-15 03:26:53,290.84,clothing,0,36.17,1,1,1,0.814,3,0,0,0
800136c2-0d31-43,330,2025-12-15 03:45:51,48.76,restaurant,0,21.54,1,1,1,1.233,3,0,1,0
8b392f76-9584-48,179,2025-12-15 03:52:30,18.53,grocery,0,9.38,0,1,2,0.724,3,0,1,0
53228aa9-6e9e-41,161,2025-12-15 04:09:56,79.69,clothing,0,2.55,1,1,1,0.391,4,0,1,0
8ed25834-8882-49,79,2025-12-15 04:22:35,60.97,entertainment,0,10.51,0,1,1,0.759,4,0,1,0
dc3b6aa9-4c0f-4b,8,2025-12-15 04:32:25,103.2,healthcare,0,25.99,1,1,1,0.415,4,0,1,0
40044277-2afd-45,31,2025-12-15 04:46:29,381.2,entertainment,0,31.36,1,1,1,0.82,4,0,1,0
910e8ccd-803f-4d,537,2025-12-15 04:57:20,272.89,utilities,0,2.95,0,1,1,0.818,4,0,1,0
6ca03973-dc52-45,310,2025-12-15 05:17:29,27.68,clothing,0,9.39,0,1,1,0.759,5,0,1,0
5fcc0f80-6989-47,650,2025-12-15 05:28:41,25.51,pharmacy,0,28.43,1,1,1,0.066,5,0,1,0
cae89c7e-dd08-47,833,2025-12-15 05:42:52,319.78,grocery,0,24.35,1,1,1,0.66,5,0,1,0
2a64b6b8-18de-4c,412,2025-12-15 05:50:44,12.2,grocery,0,8.02,1,1,1,0.059,5,0,1,0
f5d6da56-11de-49,253,2025-12-15 06:05:15,100.29,healthcare,0,15.64,1,1,2,0.919,6,0,1,0
08b3e98a-8d20-48,28,2025-12-15 06:24:44,267.26,pharmacy,0,4.36,0,1,1,1.039,6,1,0,0
f640f5d0-6380-4d,931,2025-12-15 06:33:28,235.1,entertainment,0,34.25,1,1,1,0.582,6,0,1,0
d9c20432-0e35-46,903,2025-12-15 06:49:02,272.69,gas_station,0,15.38,1,1,1,1.029,6,0,1,0
4fd2f9b7-a13c-48,88,2025-12-15 07:01:13,313.34,healthcare,0,8.84,0,1,1,0.941,7,0,0,0
1303682c-d476-47,476,2025-12-15 07:08:48,261.73,entertainment,0,19.03,1,1,1,0.85,7,0,1,0
adb02784-2514-4c,767,2025-12-15 07:21:12,470.25,restaurant,0,12.81,0,1,1,1.591,7,0,1,0
43c6c447-cb22-4f,997,2025-12-15 07:37:23,126.15,pharmacy,0,26.0,0,1,1,1.289,7,0,1,0
201ef865-3079-46,415,2025-12-15 07:54:50,111.51,entertainment,0,26.97,1,1,1,0.81,7,1,1,0
8316c64f-026b-4b,532,2025-12-15 08:07:57,86.65,utilities,0,37.7,1,1,1,0.826,8,0,1,0
7326d1c9-078d-42,914,2025-12-15 08:21:04,252.51,utilities,0,22.27,1,1,1,1.528,8,0,1,0
16395902-eb0c-42,435,2025-12-15 08:32:41,55.37,clothing,0,23.94,1,1,1,0.79,8,0,1,0
36719f2f-f4ce-4a,987,2025-12-15 08:42:12,490.09,clothing,0,29.77,0,1,1,1.56,8,0,0,0
64fc7294-63f9-43,81,2025-12-15 08:54:34,20.97,restaurant,0,39.45,1,1,2,0.06,8,0,1,0
5b98b220-33a2-40,368,2025-12-15 09:09:24,90.96,grocery,0,22.12,1,1,1,0.587,9,0,0,0
d028c087-238e-41,578,2025-12-15 09:25:19,24.25,healthcare,0,15.12,1,1,1,0.698,9,0,1,0
1f4fa9c7-c590-46,184,2025-12-15 09:33:07,420.92,pharmacy,0,40.06,1,1,1,2.081,9,0,1,0
566c7902-941a-40,95,2025-12-15 09:48:07,59.29,utilities,0,8.61,1,1,1,0.449,9,1,1,0
898c3556-8c3d-45,165,2025-12-15 09:58:43,316.45,gas_station,0,19.6,1,1,1,0.877,9,1,1,0
6d4c2374-78d4-47,312,2025-12-15 10:13:07,397.7,entertainment,0,18.69,1,1,1,1.44,10,0,1,0
1f66fe5f-177c-46,222,2025-12-15 10:21:34,337.88,restaurant,0,12.03,1,1,1,1.075,10,0,1,0
0c648d3c-d99a-4d,145,2025-12-15 10:41:51,209.98,restaurant,0,11.65,1,1,1,1.476,10,0,1,0
824f04e7-2f5a-4b,114,2025-12-15 10:51:47,441.5,gas_station,0,37.42,1,1,1,1.201,10,0,0,0
77debcc2-27ab-4f,73,2025-12-15 11:09:15,403.69,restaurant,0,23.39,1,1,1,1.59,11,0,1,0
e94b9fe1-6980-48,436,2025-12-15 11:17:30,151.61,entertainment,0,26.53,0,1,1,1.41,11,0,1,0
5a49b784-8e51-45,312,2025-12-15 11:31:09,197.54,healthcare,0,38.55,1,1,2,0.715,11,0,1,0
5b7a4758-cdb9-44,800,2025-12-15 11:46:17,163.21,gas_station,0,35.12,0,1,1,0.698,11,1,0,0
800c33b9-4526-47,813,2025-12-15 11:53:34,215.2,grocery,0,17.41,1,1,1,0.819,11,0,0,0
0e539ae6-3427-4f,690,2025-12-15 12:13:47,356.02,clothing,0,16.45,1,1,1,0.843,12,0,1,0
794917c9-b41a-43,596,2025-12-15 12:23:49,466.22,gas_station,0,6.48,0,1,1,1.551,12,0,0,0
44f198cd-4a9e-4c,619,2025-12-15 12:33:54,70.85,clothing,0,6.38,1,1,1,0.769,12,0,1,0
0de0b0aa-ff52-40,453,2025-12-15 12:49:03,274.23,healthcare,0,21.38,1,1,1,0.704,12,0,0,0
695f885d-6bd9-47,225,2025-12-15 13:04:17,24.06,restaurant,0,27.01,1,1,1,0.79,13,0,1,0
2cceabb4-fd84-47,520,2025-12-15 13:16:05,213.95,clothing,0,19.44,0,1,1,1.835,13,0,0,0
51931cc6-1c15-4f,162,2025-12-15 13:29:42,281.18,restaurant,0,23.5,0,1,1,0.992,13,0,0,0
b1e8fcb1-8093-43,893,2025-12-15 13:36:23,569.54,entertainment,0,40.7,1,1,1,1.356,13,0,1,0
5ad1d59e-722d-48,380,2025-12-15 13:51:01,129.37,utilities,0,18.7,0,1,1,0.967,13,0,1,0
ae84e74c-1c1c-4c,510,2025-12-15 14:06:48,575.87,restaurant,0,13.9,1,1,1,1.276,14,0,1,0
c43bf2f9-daf0-43,622,2025-12-15 14:14:56,98.13,gas_station,0,19.22,0,1,1,0.619,14,0,1,0
dbea1d1a-3efd-47,833,2025-12-15 14:28:14,529.52,gas_station,0,15.95,1,1,2,1.093,14,0,1,0
bba44ff0-04e4-4b,430,2025-12-15 14:47:33,29.77,pharmacy,0,26.12,0,1,1,0.259,14,0,0,0
4f3926c2-1ef0-4f,971,2025-12-15 14:57:40,147.55,restaurant,0,22.62,1,1,1,0.37,14,0,1,0
89352218-a57e-4d,571,2025-12-15 15:10:35,270.49,pharmacy,0,37.26,1,1,1,0.835,15,0,1,0
57674d2f-7349-46,418,2025-12-15 15:24:16,447.04,pharmacy,0,38.18,1,1,1,1.485,15,0,1,0
4d824b6e-ae4e-44,710,2025-12-15 15:35:03,414.27,pharmacy,0,10.2,1,1,1,0.881,15,0,1,0
a15ed014-cafa-4a,977,2025-12-15 15:46:01,158.01,clothing,0,20.71,1,1,1,1.48,15,0,1,0
f6858641-566d-46,66,2025-12-15 16:05:25,114.13,utilities,0,21.49,1,1,1,0.336,16,0,1,0
11e45a9b-4697-4b,999,2025-12-15 16:13:57,95.74,entertainment,0,19.31,0,1,1,0.348,16,1,1,0
52e92e6b-5d5f-49,777,2025-12-15 16:26:35,358.25,restaurant,0,26.5,1,1,1,1.838,16,0,1,0
71474191-8045-44,506,2025-12-15 16:38:01,108.59,healthcare,0,31.4,0,1,1,1.329,16,0,1,0
72280536-90a8-41,129,2025-12-15 16:56:55,18.33,entertainment,0,6.07,1,1,1,0.595,16,0,1,0
05962b1b-aefd-4e,331,2025-12-15 17:03:56,477.66,grocery,0,5.42,1,1,1,1.229,17,0,1,0
36a3baec-2f9b-44,475,2025-12-15 17:24:11,409.36,entertainment,0,28.91,1,1,1,0.921,17,0,1,0
a60c3b72-b02e-42,259,2025-12-15 17:32:47,252.36,utilities,0,19.59,1,1,1,0.662,17,0,1,0
76801be1-f435-4c,389,2025-12-15 17:44:26,101.72,utilities,0,20.97,1,1,1,0.276,17,0,1,0
a3fd9276-2bd4-4d,962,2025-12-15 18:02:13,365.6,healthcare,0,28.45,1,1,1,1.293,18,0,1,0
5a711c5f-646b-44,755,2025-12-15 18:13:32,230.33,restaurant,0,13.16,1,1,1,1.272,18,0,1,0
8915e6bb-1861-45,676,2025-12-15 18:20:44,309.57,entertainment,0,15.31,1,1,1,1.274,18,0,1,0
97504789-cb2a-43,431,2025-12-15 18:38:06,283.65,pharmacy,0,4.27,1,1,2,0.794,18,0,1,0
c7f4046f-51b9-43,984,2025-12-15 18:55:34,44.67,utilities,0,23.27,1,1,1,0.631,18,1,1,0
1497bcb7-4ad0-4a,424,2025-12-15 19:02:49,22.27,entertainment,0,20.72,1,1,1,0.07,19,0,1,0
8706ce2d-1ac0-45,219,2025-12-15 19:16:06,104.37,healthcare,0,19.9,1,1,1,0.964,19,0,1,0
710d6e08-e421-45,131,2025-12-15 19:33:08,189.05,healthcare,0,3.22,1,1,1,1.314,19,0,1,0
cb93df60-345c-47,37,2025-12-15 19:46:52,348.29,gas_station,0,17.8,1,1,1,1.442,19,0,1,0
2927086a-c2e7-4a,401,2025-12-15 19:57:35,81.07,gas_station,0,34.99,1,1,1,0.821,19,0,1,0
6fdbd4ab-5e0f-44,753,2025-12-15 20:08:34,636.4,grocery,0,27.31,0,1,2,1.39,20,1,0,0
8d567290-a659-4d,931,2025-12-15 20:24:50,678.32,gas_station,0,23.43,1,1,2,1.68,20,1,1,0
fc3df595-fe15-43,548,2025-12-15 20:38:40,266.87,grocery,0,36.27,1,1,1,0.601,20,0,1,0
81ab0ace-1d1b-4f,690,2025-12-15 20:52:21,551.45,gas_station,0,33.44,0,1,2,1.305,20,0,1,0
e73ebf0c-5558-4e,946,2025-12-15 21:04:25,807.16,clothing,0,5.04,0,1,1,1.636,21,0,1,0
05a17a09-452c-4c,658,2025-12-15 21:09:06,177.43,pharmacy,0,38.5,1,1,1,0.359,21,0,1,0
7c27c774-da23-43,873,2025-12-15 21:22:09,2483.25,electronics,0,86.06,0,3,5,41.079,21,1,1,1
d22340f3-f504-4c,139,2025-12-15 21:34:57,484.7,utilities,0,20.13,0,1,1,1.61,21,0,1,0
40d77091-21ca-44,507,2025-12-15 03:49:02,1648.29,gift_cards,0,24.32,0,1,6,6.447,3,1,0,1
608e6d4f-64df-48,768,2025-12-15 22:08:56,588.2,clothing,0,22.38,0,1,1,2.114,22,0,1,0
70428fea-c116-44,807,2025-12-15 22:16:31,222.93,restaurant,0,11.39,0,1,1,1.362,22,0,1,0
3a402dec-9e2e-4c,195,2025-12-15 22:27:58,73.2,entertainment,0,11.25,1,1,1,1.059,22,0,1,0
e21a7ed2-3002-4b,779,2025-12-15 22:45:38,457.29,grocery,0,25.7,1,1,1,2.179,22,0,0,0
d7def0b7-fb8a-41,825,2025-12-15 22:55:09,438.77,pharmacy,0,11.0,0,1,1,1.037,22,0,1,0
7f67067d-694d-43,558,2025-12-15 23:13:08,59.88,entertainment,0,33.27,0,1,1,0.634,23,0,1,0
158c4ceb-b371-41,964,2025-12-15 23:21:16,435.03,entertainment,0,33.69,0,1,1,1.284,23,0,1,0
fdb512aa-4f10-49,356,2025-12-15 23:38:41,31.01,entertainment,0,31.73,1,1,1,0.296,23,0,1,0
0886e295-1184-48,435,2025-12-15 23:46:55,81.0,clothing,0,30.36,1,1,2,1.156,23,0,1,0
a7fde5ab-94ab-45,839,2025-12-15 23:58:12,76.81,healthcare,0,23.9,1,1,1,1.061,23,0,1,0
245da897-efba-4d,879,2025-12-16 00:12:36,739.6,pharmacy,0,33.31,1,1,1,1.592,0,0,1,0
1d33c3e6-b1f1-46,966,2025-12-16 00:24:24,123.86,grocery,0,38.16,1,1,1,1.031,0,0,1,0
cc34eb82-588d-42,234,2025-12-16 00:43:50,111.29,pharmacy,0,23.32,0,1,1,1.72,0,0,0,0
1c9417d6-e4c3-44,598,2025-12-16 00:54:30,52.17,clothing,0,23.92,1,1,1,0.595,0,0,1,0
62e2d4ad-7828-42,934,2025-12-16 01:07:21,194.43,grocery,0,27.98,1,1,1,1.177,1,0,1,0
a4fc759f-2a21-4e,811,2025-12-16 01:20:29,18.06,entertainment,0,30.0,1,1,1,0.534,1,0,1,0
5075fbea-6284-4e,164,2025-12-16 01:37:32,325.31,utilities,0,28.33,0,1,1,1.496,1,0,1,0
48e610bc-175d-4c,840,2025-12-16 01:47:32,57.89,gas_station,0,10.41,0,1,1,1.627,1,0,0,0
76b3eb7f-6070-45,748,2025-12-16 01:55:38,95.62,pharmacy,0,33.4,1,1,1,0.841,1,0,1,0
145a0aef-e01c-4f,520,2025-12-16 02:11:44,73.29,clothing,0,25.09,1,1,2,0.629,2,0,1,0
7873ef53-9b62-4b,773,2025-12-16 02:29:26,162.39,grocery,0,27.0,1,1,1,0.509,2,0,1,0
83b15094-6e59-44,309,2025-12-16 02:40:39,92.18,grocery,0,20.44,1,1,1,0.794,2,0,1,0
b3f52f0d-3bb6-40,328,2025-12-16 02:55:24,432.81,utilities,0,30.23,0,1,1,0.992,2,0,0,0
49f96050-393e-46,147,2025-12-16 03:07:35,115.99,pharmacy,0,23.59,1,1,1,0.34,3,1,1,0
1126d632-b242-4f,527,2025-12-16 03:13:36,314.58,pharmacy,0,26.63,1,1,1,0.854,3,0,1,0
6c1f195b-bbd2-46,191,2025-12-16 03:33:06,439.95,gas_station,0,30.17,1,1,1,2.162,3,0,1,0
47ed3a78-bb18-45,859,2025-12-16 03:42:11,11.89,restaurant,0,27.98,1,1,1,0.126,3,0,1,0
a7dd750a-9919-4b,353,2025-12-16 03:56:54,75.17,entertainment,0,18.61,1,1,1,0.376,3,0,1,0
9da930ac-68df-4f,441,2025-12-16 04:10:28,105.92,healthcare,0,30.83,1,1,1,0.944,4,0,1,0
8d30b962-9bd6-4c,76,2025-12-16 04:24:48,573.66,grocery,0,15.35,1,1,1,1.152,4,0,1,0
5da04b66-b277-42,202,2025-12-16 04:33:56,33.67,pharmacy,0,32.66,1,1,1,0.622,4,0,1,0
0f70ba34-0fb3-49,995,2025-12-16 04:49:23,31.08,entertainment,0,23.37,1,1,1,1.234,4,1,1,0
121f1715-c79e-45,407,2025-12-16 04:55:38,36.18,grocery,0,21.54,1,1,1,0.305,4,1,1,0
0eda96e6-f31e-46,75,2025-12-16 05:09:57,122.82,restaurant,0,27.23,1,1,1,0.505,5,0,1,0
029c7080-1907-44,157,2025-12-16 05:27:41,19.24,gas_station,0,7.8,1,1,1,0.304,5,0,1,0
b91fc6c1-50c9-4d,817,2025-12-16 05:36:47,24.69,healthcare,0,19.06,1,1,1,0.566,5,0,1,0
22feffea-7b4b-4b,845,2025-12-16 05:48:19,428.62,utilities,0,17.04,1,1,1,1.32,5,1,1,0
cb13d5ec-0523-4b,405,2025-12-16 06:06:45,297.4,pharmacy,0,10.84,1,1,1,0.831,6,0,0,0
339edc32-0675-44,286,2025-12-16 06:15:03,27.72,grocery,0,20.76,0,1,1,1.088,6,0,1,0
78c66e2d-4456-40,603,2025-12-16 06:32:52,268.97,gas_station,0,20.64,0,1,1,1.165,6,0,1,0
94dfea41-10c1-42,995,2025-12-16 06:43:34,15.29,entertainment,0,24.65,1,1,2,0.607,6,0,1,0
921c1094-7340-41,29,2025-12-16 06:53:35,721.06,clothing,0,10.96,0,1,1,1.543,6,0,1,0
c3421322-d71e-41,584,2025-12-16 07:06:34,97.82,healthcare,0,23.32,1,1,1,0.596,7,0,1,0
b8a87da3-1fc2-45,627,2025-12-16 07:22:43,173.22,grocery,0,22.96,1,1,1,1.061,7,0,1,0
b63ae086-2c02-4e,234,2025-12-16 07:36:07,38.46,clothing,0,29.17,1,1,2,0.594,7,0,1,0
28d498e1-03ce-48,248,2025-12-16 07:50:48,219.48,entertainment,0,31.24,1,1,1,0.915,7,0,1,0
fe54cade-aaa7-43,434,2025-12-16 07:59:56,89.48,restaurant,0,26.75,0,1,1,1.051,7,0,1,0
0cc71356-a315-41,275,2025-12-16 08:16:00,302.77,clothing,0,24.9,1,1,1,0.815,8,0,1,0
67fec779-ce02-4b,165,2025-12-16 08:32:13,386.34,entertainment,0,15.69,1,1,2,1.071,8,0,0,0
0e302e73-e856-4c,144,2025-12-16 08:43:20,123.17,clothing,0,17.48,1,1,1,1.464,8,0,1,0
8a57bfbc-0b0a-4c,153,2025-12-16 08:58:27,113.38,clothing,0,25.2,0,1,1,0.39,8,1,0,0
0ded4f6b-9b45-45,5,2025-12-16 09:03:30,105.73,restaurant,0,23.25,1,1,1,1.124,9,0,1,0
0f8c760c-d078-40,452,2025-12-16 09:16:31,361.14,utilities,0,31.09,1,1,1,1.469,9,0,0,0
036858c3-3e48-4a,91,2025-12-16 09:37:37,223.44,gas_station,0,28.14,1,1,1,1.236,9,0,1,0
cb5580c2-b547-45,506,2025-12-16 09:48:03,94.71,gas_station,0,23.0,0,1,2,1.159,9,0,1,0
c113c7f8-f17e-45,430,2025-12-16 09:56:17,200.85,entertainment,0,19.43,1,1,2,1.749,9,0,1,0
8e70c92b-e34a-4b,912,2025-12-16 10:13:29,431.97,entertainment,0,29.44,0,1,1,0.892,10,0,1,0
1a1c42d0-ffc9-4b,514,2025-12-16 10:27:23,243.27,healthcare,0,35.27,1,1,1,0.556,10,0,0,0
f9fa4502-adb3-49,894,2025-12-16 10:41:55,238.61,restaurant,0,9.44,1,1,1,1.458,10,0,1,0
4ea8cb12-2047-4d,233,2025-12-16 10:55:21,246.84,utilities,0,37.77,0,1,1,0.539,10,1,1,0
ee609923-0248-40,766,2025-12-16 11:01:32,417.46,entertainment,0,16.45,1,1,1,1.014,11,0,1,0
3731489d-636e-49,644,2025-12-16 11:14:46,69.89,gas_station,0,31.21,1,1,1,0.195,11,0,1,0
0de1b1e1-7c80-4f,896,2025-12-16 11:26:26,67.49,healthcare,0,17.24,0,1,1,0.999,11,0,0,0
e4d02de4-9e2e-41,430,2025-12-16 11:38:04,203.79,utilities,0,21.68,1,1,3,1.775,11,0,1,0
a558cd3b-d064-4a,341,2025-12-16 12:00:16,60.5,clothing,0,23.9,0,1,1,0.514,12,0,1,0
5d1bf9c9-b061-4f,140,2025-12-16 12:09:09,151.65,pharmacy,0,32.42,1,1,1,0.622,12,0,1,0
ce82160f-1c37-4c,132,2025-12-16 12:18:47,40.38,grocery,0,25.18,1,1,1,0.888,12,0,1,0
2dd4deb2-ba49-48,957,2025-12-16 12:39:04,986.07,clothing,0,22.71,1,1,1,2.192,12,0,1,0
20451078-e674-48,365,2025-12-16 12:49:30,151.99,clothing,0,20.0,1,1,1,0.629,12,0,1,0
51dc80be-3066-43,499,2025-12-16 12:55:09,9.66,restaurant,0,23.85,1,1,1,0.298,12,0,1,0
8664fb90-bfb7-4f,924,2025-12-16 13:14:59,116.76,gas_station,0,26.06,1,1,1,0.518,13,1,1,0
6223523c-97c4-49,487,2025-12-16 13:23:14,19.38,grocery,0,20.01,1,1,1,0.112,13,0,1,0
70ce7b2e-68fa-40,731,2025-12-16 13:41:27,115.41,pharmacy,0,31.46,1,1,1,0.536,13,0,1,0
841d22b3-f33b-49,549,2025-12-16 13:53:24,68.17,pharmacy,0,24.76,0,1,1,0.6,13,0,1,0
2d63e26e-e593-4f,693,2025-12-16 14:02:04,238.56,utilities,0,24.77,0,1,1,0.966,14,0,1,0
0594855d-1c88-4a,512,2025-12-16 14:14:19,137.08,pharmacy,0,18.82,0,1,1,0.643,14,0,1,0
a2ae1c84-d6fa-44,10,2025-12-16 14:32:03,202.78,electronics,1,16008.1,1,1,6,2.781,14,1,0,1
89fdd3ce-c43a-43,226,2025-12-16 14:42:49,556.21,utilities,0,18.33,1,1,1,1.443,14,0,0,0
d5056b46-2ca1-46,177,2025-12-16 14:52:44,341.52,restaurant,0,0.51,1,1,1,0.839,14,0,1,0
935715d0-5292-44,651,2025-12-16 15:07:33,253.67,gas_station,0,28.49,1,1,1,1.317,15,0,1,0
2f36b58a-cd82-40,217,2025-12-16 15:26:45,414.17,grocery,0,23.72,1,1,1,0.875,15,0,0,0
07170b7f-5530-43,226,2025-12-16 15:34:01,56.55,gas_station,0,23.64,1,2,2,0.147,15,0,0,0
70cd360a-28fb-4a,845,2025-12-16 15:46:11,208.16,utilities,0,20.18,0,1,2,0.641,15,0,1,0
d220ffe9-0134-40,57,2025-12-16 15:57:00,434.44,gas_station,0,18.71,0,1,1,1.758,15,0,1,0
f6f2c4a4-d8f8-43,644,2025-12-16 16:13:54,712.34,healthcare,0,19.83,0,1,2,1.986,16,0,0,0
95674980-6b8c-4c,451,2025-12-16 16:27:45,413.07,utilities,0,35.28,1,1,1,1.59,16,0,1,0
984ee97a-9c49-4e,178,2025-12-16 16:36:21,347.46,entertainment,0,3.01,0,1,1,1.205,16,1,1,0
54832166-710f-41,685,2025-12-16 16:55:34,161.44,pharmacy,0,3.45,1,1,1,2.07,16,0,1,0
9922a97d-2b30-45,810,2025-12-16 17:10:18,444.74,utilities,0,29.3,1,1,1,1.871,17,0,1,0
e6940469-9fe9-44,907,2025-12-16 17:20:41,361.56,healthcare,0,22.49,0,1,1,1.365,17,0,1,0
edd7aa3d-237c-49,639,2025-12-16 17:29:18,318.76,utilities,0,9.7,1,1,1,1.439,17,0,1,0
5e1220d8-21e4-4c,24,2025-12-16 17:44:59,172.51,entertainment,0,15.85,0,1,1,0.944,17,1,1,0
9f9b9f27-6252-42,302,2025-12-16 18:00:45,220.02,gas_station,0,19.48,1,1,1,0.464,18,0,0,0
88b62036-7f54-41,276,2025-12-16 18:10:19,21.78,clothing,0,35.58,0,1,1,0.137,18,0,1,0
0a4ffdf6-2cb8-4d,887,2025-12-16 18:25:15,225.91,clothing,0,9.36,1,1,1,0.644,18,0,0,0
70f45999-064f-4d,840,2025-12-16 18:35:42,8.87,healthcare,0,6.18,1,1,2,0.249,18,0,1,0
9ca8fe15-fd15-4b,151,2025-12-16 18:48:06,449.3,entertainment,0,18.84,0,1,1,1.053,18,0,1,0
9ae73c56-bedc-45,163,2025-12-16 18:59:43,82.04,grocery,0,35.77,0,1,1,0.926,18,0,1,0
8862efeb-9841-49,901,2025-12-16 19:11:51,31.93,clothing,0,25.54,0,1,1,0.143,19,0,1,0
b16e8e94-9cd4-4b,850,2025-12-16 19:31:37,49.83,restaurant,0,32.07,1,1,1,0.279,19,0,1,0
60c60575-7294-47,897,2025-12-16 19:40:05,473.69,grocery,0,24.62,1,1,1,1.062,19,0,1,0
4157f8df-d182-48,389,2025-12-16 19:53:11,433.72,grocery,0,21.99,1,1,1,1.176,19,0,0,0
790e133a-5dca-4c,936,2025-12-16 20:09:37,429.23,pharmacy,0,28.71,1,1,1,1.628,20,0,0,0
03f03583-cbfd-48,929,2025-12-16 20:18:39,262.1,entertainment,0,16.24,0,1,1,0.694,20,0,1,0
17f2e4cd-de2c-42,518,2025-12-16 20:32:14,519.07,grocery,0,11.83,0,1,1,1.257,20,0,1,0
2c814d34-0550-40,601,2025-12-16 20:45:13,154.5,gas_station,0,33.17,0,1,1,0.491,20,0,1,0
38725b65-dc17-44,365,2025-12-16 20:55:01,117.49,entertainment,0,28.87,1,1,2,0.486,20,0,1,0
a36cc4ea-a5b9-45,426,2025-12-16 21:10:46,79.07,grocery,0,29.93,1,1,1,0.313,21,0,0,0
166e5d0a-f628-4c,24,2025-12-16 21:25:42,33.39,entertainment,0,21.52,1,1,2,0.183,21,0,1,0
65b3c540-dc20-44,614,2025-12-16 21:34:06,23.49,healthcare,0,26.37,1,1,1,0.083,21,0,1,0
62950abe-ed8a-48,448,2025-12-16 21:51:42,18.45,restaurant,0,20.13,0,1,1,0.098,21,0,1,0
812c2267-59b4-4c,824,2025-12-16 22:06:17,177.57,restaurant,0,30.85,1,1,1,0.654,22,0,1,0
